,Pull_Time,Push_Time
0,0.0,0.09120409483784897
1,0.0,0.09869064652230009
2,0.0,0.10294381774019712
3,0.0,0.11596084488701308
4,0.0,0.10374388230502518
5,0.0,0.10292795640179975
6,0.0,0.10214235364583146
7,0.0,0.10257014326998615
8,0.0,0.10457100444727985
9,0.0,0.09327446599763789
10,0.0,0.09323854473132087
11,0.0,0.10319619962410798
12,0.0,0.10352835470803257
13,0.0,0.10610442265442543
14,0.0,0.10272455806352809
15,0.0,0.10087904469946807
16,0.0,0.10411102563648456
17,0.0,0.10396500802107767
18,0.0,0.09407079848369904
19,0.0,0.10180506695087388
20,0.0,0.09670471366371203
21,0.0,0.10154428788882797
22,0.0,0.09986765112626017
23,0.0,0.10168517389411136
24,0.0,0.10371402566852339
25,0.0,0.10734020751351636
26,0.0,0.09749918010857073
27,0.0,0.10030010585160198
28,0.0,0.11547614104802051
29,0.0,0.10239333599838574
30,0.0,0.09426579964201665
31,0.0,0.09272351774689014
32,0.0,0.09342001710228942
33,0.0,0.1002688496846531
34,0.0,0.09523194175017125
35,0.0,0.10164878611794848
36,0.0,0.09280982208747446
37,0.0,0.09381655056040472
38,0.0,0.08622176856715669
39,0.0,0.10409609731686942
40,0.0,0.10193055812851526
41,0.0,0.10334594931737229
42,0.0,0.09612530830509058
43,0.0,0.10676080215489492
44,0.0,0.09452797823450965
45,0.0,0.09400875265964714
46,0.0,0.1135321940855647
47,0.0,0.09585986414276704
48,0.0,0.09544606981671677
49,0.0,0.1028575133987033
50,0.0,0.10322139116124163
51,0.0,0.10252582482462458
52,0.0,0.10392022306587023
53,0.0,0.10431489048460207
54,0.0,0.10240499874726083
55,0.0,0.10297274135700718
56,0.0,0.10601158717418002
57,0.0,0.09864726109663025
58,0.0,0.11719103162613465
59,0.0,0.09607072664039151
60,0.0,0.09333044719187455
61,0.0,0.09507892648616689
62,0.0,0.09442114745525032
63,0.0,0.09445846825201443
64,0.0,0.1024558483322835
65,0.0,0.09897568410178792
66,0.0,0.10237934070028132
67,0.0,0.09354877384885185
68,0.0,0.09185067762973631
69,0.0,0.09085281284478697
70,0.0,0.09844339624851273
71,0.0,0.10840011812069861
72,0.0,0.11496624567280378
73,0.0,0.09399102528186631
74,0.0,0.10044892252517457
75,0.0,0.09374890661729296
76,0.0,0.09248606418077543
77,0.0,0.10160866626210918
78,0.0,0.0940829277415105
79,0.0,0.09888751372091065
80,0.0,0.10182652640833112
81,0.0,0.10001460176135879
82,0.0,0.1033212242900845
83,0.0,0.09970903774410544
84,0.0,0.09318722863736184
85,0.0,0.10080347008715762
86,0.0,0.09369432495259389
87,0.0,0.11799949337000726
88,0.0,0.09274870928402379
89,0.0,0.09614116964348796
90,0.0,0.10419219836785487
91,0.0,0.0946035528459106
92,0.0,0.10178314098357077
93,0.0,0.09679894867349503
94,0.0,0.10088184375945275
95,0.0,0.10315607976735919
96,0.0,0.1032489152476046
97,0.0,0.10220020087945159
98,0.0,0.10285704688976693
99,0.0,0.09543953867796517
Total,0.0,10.0133790388727
