,Run_ID,Set_ID,Thread_ID,Time/Thread
0,run1,set_t3,Thread-1,0.8887303791746226
1,run1,set_t3,Thread-2,1.080622716142224
2,run1,set_t3,Thread-3,0.7832991303788014
3,run1,set_t6,Thread-4,1.122406612871849
4,run1,set_t6,Thread-5,1.5460219063742517
5,run1,set_t6,Thread-6,2.029072900110423
6,run1,set_t6,Thread-7,1.3932986778641503
7,run1,set_t6,Thread-8,1.4145673330139292
8,run1,set_t6,Thread-9,1.2566691096237737
9,run1,set_t9,Thread-10,0.9793900569002183
10,run1,set_t9,Thread-11,1.421340590984137
11,run1,set_t9,Thread-12,1.907687011010104
12,run1,set_t9,Thread-13,2.2076631723516336
13,run1,set_t9,Thread-14,2.338499153517695
14,run1,set_t9,Thread-15,1.859036554320184
15,run1,set_t9,Thread-16,1.8619354471521206
16,run1,set_t9,Thread-17,1.3765556357434328
17,run1,set_t9,Thread-18,1.088007568657435
18,run2,set_t3,Thread-19,1.0103840449864876
19,run2,set_t3,Thread-20,1.0780886340915181
20,run2,set_t3,Thread-21,0.7913011755584236
21,run2,set_t6,Thread-22,1.0630222287326276
22,run2,set_t6,Thread-23,2.040815888582493
23,run2,set_t6,Thread-24,1.736156433848656
24,run2,set_t6,Thread-25,1.7070494785118555
25,run2,set_t6,Thread-26,1.5617316289547816
26,run2,set_t6,Thread-27,0.616944481117315
27,run2,set_t9,Thread-28,1.0946553354509732
28,run2,set_t9,Thread-29,1.4028737945966014
29,run2,set_t9,Thread-30,3.5567432380548993
30,run2,set_t9,Thread-31,1.8572404910110478
31,run2,set_t9,Thread-32,2.7635876854435395
32,run2,set_t9,Thread-33,2.4557498984174586
33,run2,set_t9,Thread-34,2.314028374068201
34,run2,set_t9,Thread-35,1.8326992685590469
35,run2,set_t9,Thread-36,1.5434920229130995
36,run3,set_t3,Thread-37,0.9472148656194719
37,run3,set_t3,Thread-38,1.1146116981102168
38,run3,set_t3,Thread-39,0.8021974484704728
39,run3,set_t6,Thread-40,1.1729856216968244
40,run3,set_t6,Thread-41,2.0988763174824214
41,run3,set_t6,Thread-42,2.2367500677605676
42,run3,set_t6,Thread-43,1.7583954296953266
43,run3,set_t6,Thread-44,1.7532246334048125
44,run3,set_t6,Thread-45,1.4465941741304391
45,run3,set_t9,Thread-46,1.1236386656509296
46,run3,set_t9,Thread-47,1.7381726898543803
47,run3,set_t9,Thread-48,1.9051953813648907
48,run3,set_t9,Thread-49,3.3463145947171427
49,run3,set_t9,Thread-50,2.562209801653964
50,run3,set_t9,Thread-51,2.416095619611511
51,run3,set_t9,Thread-52,2.092331182877956
52,run3,set_t9,Thread-53,2.241225764224936
53,run3,set_t9,Thread-54,1.6111648893415094
