,Thread_Name,File_Name,Total_Tuples,Push_Time
0,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.559582884123127
1,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.538587137294346
2,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,18.031425976300362
3,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.4108403850199878
4,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.1425052610659705
5,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.1271990695925549
6,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.2471649024037852
7,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.5550157517084813
8,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1265361589530016
9,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.17763625939258532
10,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.608239405442397
11,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.466983458023662
12,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.14056131410254125
13,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1390526209228824
14,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.13549874812053986
15,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.12116196432411996
16,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.5731042085262175
17,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.408731760044077
18,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.5202159754466464
19,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.11887886462675112
20,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.15377334240850615
21,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.20958472683743423
22,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.65238244299131
23,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,10.760624880748395
24,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.40129512492436
25,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11652112333730003
26,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.460000737085721
27,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.1253768817261971
