,Thread_Name,File_Name,Total_Tuples,Push_Time
28,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.147229140823967
29,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.11350280395805612
30,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.12122447665747416
31,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.1849250108580236
32,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.13568815116042288
33,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11370107068698587
34,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.13587615467044145
35,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.13499678341388943
36,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.10983883480741952
37,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.13404137103542269
38,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1489179068445026
39,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.1325513382537764
40,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,13.54078813124044
41,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule30-Q0-v2.xml,4359,14.514116357844841
42,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11307827990317776
43,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.434315165725323
44,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.43169244678404
45,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.12301400882731173
46,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.15813381091511758
47,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.15727216703668034
48,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.16289734401890144
49,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.653929856496873
