,Thread_Name,File_Name,Total_Tuples,Push_Time
0,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.22229945553623684
1,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.22412910756179977
2,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11320003900023184
3,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,2.621102484305439
4,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.22621487355014547
5,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.361430450130786
6,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,9.862371167445815
7,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.10645243907729807
8,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.1941381158689417
9,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.0917825671762671
