,Run_ID,Triple_Size,Push_Time
0,Run1,109,0.10450615956415277
1,Run1,125,0.13630581033521594
2,Run1,1532,2.4833710195625827
3,Run1,2154,7.472864748969187
4,Run1,2560,3.1481532970356056
5,Run1,314,0.2494382053928348
6,Run1,3005,4.807414895755755
7,Run1,371,0.2825884024696279
8,Run1,4359,14.565006062296561
9,Run1,450,0.3463239249158505
10,Run1,5226,10.464648109212249
11,Run1,62,0.11974610662491614
12,Run1,86,0.11062443756418361
13,Run1,88,0.1265590179400533
14,Run1,24,0.10301985886235343
15,Run1,30,0.10122566159225244
16,Run1,40,0.10750161995565577
17,Run2,109,0.1594600987045851
18,Run2,125,0.15327137770145782
19,Run2,1532,2.4511822994936665
20,Run2,2154,7.726513673173031
21,Run2,2560,3.1405655126918646
22,Run2,314,0.5453762566030491
23,Run2,3005,4.845068779894973
24,Run2,371,0.28277547295874683
25,Run2,4359,14.560013006297595
26,Run2,450,0.3537568279562038
27,Run2,5226,10.446347856876855
28,Run2,62,0.11228334694806108
29,Run2,86,0.09906572052204865
30,Run2,88,0.11086142461863346
31,Run2,24,0.10477533580524323
32,Run2,30,0.10702904537629365
33,Run2,40,0.1186124874457164
34,Run3,109,0.11804194577507587
35,Run3,125,0.1297471469424636
36,Run3,1532,2.4471050025267687
37,Run3,2154,7.450837548639356
38,Run3,2560,3.151559286184238
39,Run3,314,0.2591854642960243
40,Run3,3005,4.825873761474213
41,Run3,371,0.2800351935102299
42,Run3,4359,14.598539730553057
43,Run3,450,0.3483663054794306
44,Run3,5226,10.562517231711354
45,Run3,62,0.120339507281642
46,Run3,86,0.10008691080383869
47,Run3,88,0.1184342806436689
48,Run3,24,0.09831510601179616
49,Run3,30,0.09475423555977613
50,Run3,40,0.09647798982769018
51,Run4,109,0.15850515283545974
52,Run4,125,0.40150038930187293
53,Run4,1532,2.4690687575021
54,Run4,2154,7.555724380323227
55,Run4,2560,3.250176690643457
56,Run4,314,0.24164748921975843
57,Run4,3005,4.9671819580071315
58,Run4,371,0.2672985388444431
59,Run4,4359,14.553775768260493
60,Run4,450,0.34374505791038246
61,Run4,5226,10.377154168009838
62,Run4,62,0.11876596921956661
63,Run4,86,0.10077128090142651
64,Run4,88,0.1217269078733807
65,Run4,24,0.10355028067533567
66,Run4,30,0.10484111370806204
67,Run4,40,0.0988222023288472
68,Run5,109,0.19427293724402261
69,Run5,125,0.14762240871186805
70,Run5,1532,2.4775928273165846
71,Run5,2154,7.573253491710602
72,Run5,2560,3.1693389134143217
73,Run5,314,0.2502452676062603
74,Run5,3005,4.8664344691142105
75,Run5,371,0.2863988557437551
76,Run5,4359,14.535372417225517
77,Run5,450,0.33685750500262657
78,Run5,5226,10.38609016611008
79,Run5,62,0.11812311850735568
80,Run5,86,0.10423045218340121
81,Run5,88,0.11273119650013541
82,Run5,24,0.09713483583800553
83,Run5,30,0.09228079980312032
84,Run5,40,0.10357453919277759
85,Run6,109,0.11045836002176657
86,Run6,125,0.12428944703151501
87,Run6,1532,2.4579140380774334
88,Run6,2154,7.375440210452325
89,Run6,2560,3.148790549627847
90,Run6,314,0.2412252977146636
91,Run6,3005,4.756175308841193
92,Run6,371,0.5022558088658116
93,Run6,4359,14.546593847573604
94,Run6,450,0.3391294084603942
95,Run6,5226,10.49540231118408
96,Run6,62,0.1217357715631806
97,Run6,86,0.09737882054196234
98,Run6,88,0.11134612845762604
99,Run6,24,0.09615563145143824
100,Run6,30,0.09594523546365963
101,Run6,40,0.09826005783725122
102,Run7,109,0.18147890185446158
103,Run7,125,0.14568872496693075
104,Run7,1532,2.4608334573476895
105,Run7,2154,7.495500744783385
106,Run7,2560,3.175822468705519
107,Run7,314,0.2531931439825712
108,Run7,3005,4.817990676332556
109,Run7,371,0.27870097505274316
110,Run7,4359,15.195528782031033
111,Run7,450,0.3357061584447365
112,Run7,5226,10.456893314306399
113,Run7,62,0.11802048631761863
114,Run7,86,0.09915062533309538
115,Run7,88,0.11130647511163261
116,Run7,24,0.10587816532824945
117,Run7,30,0.09374144245794014
118,Run7,40,0.10735840140114306
119,Run8,109,0.16166855680967274
120,Run8,125,0.14124101909965248
121,Run8,1532,2.4838571229302033
122,Run8,2154,7.470329267387569
123,Run8,2560,3.1759610221606636
124,Run8,314,0.2467399118386311
125,Run8,3005,4.861283732750962
126,Run8,371,0.2923048717166239
127,Run8,4359,14.633054469235503
128,Run8,450,0.3358573076684479
129,Run8,5226,10.379825403985706
130,Run8,62,0.10120653468493401
131,Run8,86,0.09910070876867394
132,Run8,88,0.10637779748503817
133,Run8,24,0.09889404486057174
134,Run8,30,0.09217350251492462
135,Run8,40,0.09926165470096748
136,Run9,109,0.18296753510549024
137,Run9,125,0.13982002979082608
138,Run9,1532,2.4550678608702583
139,Run9,2154,7.466999319362003
140,Run9,2560,3.1631534579819345
141,Run9,314,0.2600247156969999
142,Run9,3005,4.8375850272705065
143,Run9,371,0.28965882727879944
144,Run9,4359,14.365017911649375
145,Run9,450,0.3354029269767125
146,Run9,5226,10.353484852655129
147,Run9,62,0.10659612414201547
148,Run9,86,0.10251369556590362
149,Run9,88,0.11091180769381026
150,Run9,24,0.08577531854461995
151,Run9,30,0.09988024689573649
152,Run9,40,0.09989984031381027
153,Run10,109,0.09858521527348785
154,Run10,125,0.14438576267639291
155,Run10,1532,2.442675490547117
156,Run10,2154,7.335105760138504
157,Run10,2560,3.1548523799237955
158,Run10,314,0.2510485977418284
159,Run10,3005,4.747010720865546
160,Run10,371,0.2768120762630133
161,Run10,4359,14.554303391013491
162,Run10,450,0.34895364150634123
163,Run10,5226,10.507241400705425
164,Run10,62,0.11330500373878749
165,Run10,86,0.10198513979230484
166,Run10,88,0.10808615692349122
167,Run10,24,0.0955193118788884
168,Run10,30,0.10864456933450128
169,Run10,40,0.09786912250001478
170,Run11,109,0.17118209422824293
171,Run11,125,0.1370928126216313
172,Run11,1532,2.439488294565308
173,Run11,2154,7.429962627888017
174,Run11,2560,3.1791122968761556
175,Run11,314,0.24199084054362174
176,Run11,3005,4.75610999744822
177,Run11,371,0.28897025859077985
178,Run11,4359,14.46952593725291
179,Run11,450,0.36480238405329146
180,Run11,5226,10.420546124539214
181,Run11,62,0.11637417270321748
182,Run11,86,0.09574230363523384
183,Run11,88,0.10442591985247418
184,Run11,24,0.11461869575941819
185,Run11,30,0.10052496364733088
186,Run11,40,0.11017005687244819
187,Run12,109,0.1764578552583771
188,Run12,125,0.15010890674784605
189,Run12,1532,2.482905909141664
190,Run12,2154,7.47159397586438
191,Run12,2560,3.173403148102807
192,Run12,314,0.23942970091593452
193,Run12,3005,4.819148087519352
194,Run12,371,0.28363571730824333
195,Run12,4359,21.505578292732025
196,Run12,450,0.3478480129242598
197,Run12,5226,10.471239894811333
198,Run12,62,0.11982914539566991
199,Run12,86,0.10319106801398448
200,Run12,88,0.1178259516682374
201,Run12,24,0.09462361277473974
202,Run12,30,0.10246377900148218
203,Run12,40,0.10214795176489133
204,Run13,109,0.18988681069095037
205,Run13,125,0.15145852003479376
206,Run13,1532,2.507349164504376
207,Run13,2154,7.5495323937511785
208,Run13,2560,3.1467365063163015
209,Run13,314,0.256710162499985
210,Run13,3005,4.807786704186583
211,Run13,371,0.28374021553736384
212,Run13,4359,14.413638045192783
213,Run13,450,0.3446692141224048
214,Run13,5226,10.452607953901861
215,Run13,62,0.11677583777054679
216,Run13,86,0.09779214835816674
217,Run13,88,0.10760005355496105
218,Run13,24,0.09950050779571029
219,Run13,30,0.10902150937363331
220,Run13,40,0.11155419189526583
221,Run14,109,0.16270560842895065
222,Run14,125,0.14399669337672094
223,Run14,1532,2.4912088532391863
224,Run14,2154,7.42699095950411
225,Run14,2560,3.1311270833748495
226,Run14,314,0.24267707668059302
227,Run14,3005,4.9077182671762785
228,Run14,371,0.28753107539432676
229,Run14,4359,15.147224942234061
230,Run14,450,0.3262896550950245
231,Run14,5226,10.454266396774983
232,Run14,62,0.10210036774969922
233,Run14,86,0.09367893012495188
234,Run14,88,0.0999292304404662
235,Run14,24,0.07949422857200261
236,Run14,30,0.08034281017262401
237,Run14,40,0.0888360903290959
238,Run15,109,0.10810481732187327
239,Run15,125,0.12593995923634793
240,Run15,1532,2.6958093877665306
241,Run15,2154,7.663730764044885
242,Run15,2560,3.3821616858185735
243,Run15,314,0.22602407098020194
244,Run15,3005,4.912798094026584
245,Run15,371,0.2936432887645424
246,Run15,4359,14.790332234390917
247,Run15,450,0.34192147051453503
248,Run15,5226,10.465649706075965
249,Run15,62,0.11822528418633738
250,Run15,86,0.10354794812610635
251,Run15,88,0.11840209145793779
252,Run15,24,0.10153775674916687
253,Run15,30,0.10055295424444921
254,Run15,40,0.10971940826038917
255,Run16,109,0.17152684508164384
256,Run16,125,0.14380495778732438
257,Run16,1532,2.493221377165355
258,Run16,2154,7.5288809312660305
259,Run16,2560,3.1435763679128286
260,Run16,314,0.24654677671969694
261,Run16,3005,4.7271215356386165
262,Run16,371,0.2859183504951943
263,Run16,4359,14.549263217509179
264,Run16,450,0.35386179269517015
265,Run16,5226,10.525267345189604
266,Run16,62,0.12104020522747305
267,Run16,86,0.10027071572403656
268,Run16,88,0.12030218648578739
269,Run16,24,0.09988584501570585
270,Run16,30,0.10799425446384703
271,Run16,40,0.11172073594752874
272,Run17,109,0.192095268796038
273,Run17,125,0.13820310630308086
274,Run17,1532,2.4729865080653326
275,Run17,2154,7.373793430327169
276,Run17,2560,3.2308631786963815
277,Run17,314,0.2192895333355409
278,Run17,3005,4.763075457517516
279,Run17,371,0.28030157069224515
280,Run17,4359,14.438995660058026
281,Run17,450,0.3532735236476583
282,Run17,5226,10.466565465108033
283,Run17,62,0.10245351578214468
284,Run17,86,0.10382925362591777
285,Run17,88,0.11795004331543169
286,Run17,24,0.10524184575569961
287,Run17,30,0.11226655258997198
288,Run17,40,0.0988492599053643
289,Run18,109,0.1911795097630602
290,Run18,125,0.13478452138588182
291,Run18,1532,2.4669643311153777
292,Run18,2154,7.668275503982841
293,Run18,2560,3.221282463843636
294,Run18,314,0.23929394651986513
295,Run18,3005,4.734833878139398
296,Run18,371,0.2724371459480608
297,Run18,4359,14.427911383635546
298,Run18,450,0.35771889696570724
299,Run18,5226,10.51990481330995
300,Run18,62,0.11831765315673692
301,Run18,86,0.12318101938944892
302,Run18,88,0.11952544741780002
303,Run18,24,0.10268303867724171
304,Run18,30,0.10912180901323154
305,Run18,40,0.10955473024750972
306,Run19,109,0.15516167602072528
307,Run19,125,0.12575895337522525
308,Run19,1532,2.485336425983405
309,Run19,2154,7.5092082066566945
310,Run19,2560,3.1907820432861627
311,Run19,314,0.21906374252012029
312,Run19,3005,4.8533045465592295
313,Run19,371,0.2606227814530939
314,Run19,4359,14.658632276797107
315,Run19,450,0.3151871847849179
316,Run19,5226,10.432203275179745
317,Run19,62,0.10329230067236495
