,Run_ID,Set_ID,Thread_ID,Time/Thread
0,run1,set_t5,Thread-156,67.91165327860881
1,run1,set_t5,Thread-157,66.81605652607777
2,run1,set_t5,Thread-158,64.94969576553603
3,run1,set_t5,Thread-159,66.32538649183107
4,run1,set_t5,Thread-160,65.20869509236218
5,run1,set_t10,Thread-161,136.92380353026738
6,run1,set_t10,Thread-162,131.20332462981287
7,run1,set_t10,Thread-163,135.85276899313612
8,run1,set_t10,Thread-164,131.63126820263506
9,run1,set_t10,Thread-165,125.40713816205334
10,run1,set_t10,Thread-166,121.37164561851523
11,run1,set_t10,Thread-167,131.93530300054545
12,run1,set_t10,Thread-168,132.43969169290403
13,run1,set_t10,Thread-169,128.44357725428108
14,run1,set_t10,Thread-170,126.58344953318692
15,run1,set_t15,Thread-171,191.7233218120923
16,run1,set_t15,Thread-172,201.07778726866354
17,run1,set_t15,Thread-173,193.99130612056388
18,run1,set_t15,Thread-174,186.4202806803769
19,run1,set_t15,Thread-175,169.81587878578648
20,run1,set_t15,Thread-176,187.98264023172487
21,run1,set_t15,Thread-177,197.88125269117927
22,run1,set_t15,Thread-178,199.61845317429697
23,run1,set_t15,Thread-179,188.63690644189592
24,run1,set_t15,Thread-180,197.23894126499772
25,run1,set_t15,Thread-181,187.5599882812703
26,run1,set_t15,Thread-182,192.1114646219844
27,run1,set_t15,Thread-183,193.425451943177
28,run1,set_t15,Thread-184,192.53671923145293
29,run1,set_t15,Thread-185,197.1903290621235
30,run2,set_t5,Thread-186,69.42131213387711
31,run2,set_t5,Thread-187,69.16503349308186
32,run2,set_t5,Thread-188,68.8595529808349
33,run2,set_t5,Thread-189,67.58026886834477
34,run2,set_t5,Thread-190,68.40542047241615
35,run2,set_t10,Thread-191,130.64886122588587
36,run2,set_t10,Thread-192,131.7603487068577
37,run2,set_t10,Thread-193,133.05855726199707
38,run2,set_t10,Thread-194,127.15125978679544
39,run2,set_t10,Thread-195,131.34980688820588
40,run2,set_t10,Thread-196,105.80414839308287
41,run2,set_t10,Thread-197,130.27919360956002
42,run2,set_t10,Thread-198,124.97346118194037
43,run2,set_t10,Thread-199,128.70782621757917
44,run2,set_t10,Thread-200,127.94989683132417
45,run2,set_t15,Thread-201,185.15508750093886
