,Run_ID,Triple_Size,Push_Time
0,Run1,10000,14.102073776682621
1,Run1,109,0.1430949296433024
2,Run1,125,0.15899312224380147
3,Run1,1532,2.4055520282219867
4,Run1,2154,7.314922673643167
5,Run1,2560,3.084376721713287
6,Run1,314,0.2537468912943197
7,Run1,3005,4.739505042272803
8,Run1,371,0.29908232827652625
9,Run1,4359,14.279658719980667
10,Run1,450,0.34605474867476005
11,Run1,5226,10.41029876696755
12,Run1,62,0.14685220078401784
13,Run1,86,0.11755817495708953
14,Run1,88,0.1327332771344345
15,Run1,24,0.11366095083125316
16,Run1,30,0.11516404589151819
17,Run1,40,0.12059562124429846
