,Pull Time,Push Time
0,0.0,19.43232171780881
1,0.0,19.364694285415716
2,0.0,19.358568984049022
3,0.0,19.231335791540083
4,0.0,19.3844058131116
5,0.0,19.28451908220312
6,0.0,19.280095149768982
7,0.0,19.274229695535666
8,0.0,19.281441503138694
9,0.0,19.35785055570898
10,0.0,19.30651371918225
11,0.0,19.288067838295774
12,0.0,19.959092503713435
13,0.0,19.575484425966437
14,0.0,19.28157679159233
15,0.0,19.44449861166055
16,0.0,19.332559545580068
17,0.0,19.368281761996855
18,0.0,19.42448944936666
19,0.0,19.268147313264592
20,0.0,19.32502911034311
21,0.0,19.27995379666055
22,0.0,19.43582242317484
23,0.0,19.2555841475521
24,0.0,19.385503515633786
25,0.0,19.232907003649984
26,0.0,19.262067730064985
27,0.0,19.22568959790408
28,0.0,19.28290168541423
29,0.0,19.394119990595186
30,0.0,19.285659237309005
31,0.0,20.409931012218863
32,0.0,19.27606868548139
33,0.0,19.30670685511268
34,0.0,19.30487159726215
35,0.0,19.33926238869026
36,0.0,19.312721126644988
37,0.0,19.361927869794727
38,0.0,19.235959857583225
39,0.0,19.253356553185995
40,0.0,19.216654195248225
41,0.0,19.369992461167612
42,0.0,19.347854605032353
43,0.0,19.251916430922734
44,0.0,19.32388242407046
45,0.0,19.252225261806416
46,0.0,19.385211479178565
47,0.0,19.261670261918425
48,0.0,19.28996980734928
49,0.0,19.342687052615133
Total,0.0,967.7062827024849
