,Run_ID,Set_ID,Thread_ID,Time/Thread
0,run1,set_t1,Thread-1,0.2066541113288676
1,run1,set_t2,Thread-2,0.33477920317301413
2,run1,set_t2,Thread-3,0.2338549070082392
3,run1,set_t3,Thread-4,0.3848935680873602
4,run1,set_t3,Thread-5,0.3176727498009164
5,run1,set_t3,Thread-6,0.21519544201118013
6,run1,set_t4,Thread-7,0.3937964439812518
7,run1,set_t4,Thread-8,0.5340745865438947
8,run1,set_t4,Thread-9,0.5351391622507613
9,run1,set_t4,Thread-10,0.23037894136763093
10,run1,set_t5,Thread-11,0.38254795605663006
11,run1,set_t5,Thread-12,0.3440431577685352
12,run1,set_t5,Thread-13,0.5905950660974639
13,run1,set_t5,Thread-14,0.4767913632213805
14,run1,set_t5,Thread-15,0.33779565651245846
15,run2,set_t1,Thread-16,0.21284796394064642
16,run2,set_t2,Thread-17,0.32608252467721144
17,run2,set_t2,Thread-18,0.2890047803274598
18,run2,set_t3,Thread-19,0.34727420568517076
19,run2,set_t3,Thread-20,0.48052157678496954
20,run2,set_t3,Thread-21,0.3622948930689205
21,run2,set_t4,Thread-22,0.3710083659229433
22,run2,set_t4,Thread-23,0.33811754837824637
23,run2,set_t4,Thread-24,0.46020133636440264
24,run2,set_t4,Thread-25,0.35233490562736947
25,run2,set_t5,Thread-26,0.3229167881536341
26,run2,set_t5,Thread-27,0.33467283890431787
27,run2,set_t5,Thread-28,0.31521704142188867
28,run2,set_t5,Thread-29,0.2855871284306559
29,run2,set_t5,Thread-30,0.19455564227457245
30,run3,set_t1,Thread-31,0.2028842444194936
31,run3,set_t2,Thread-32,0.31227662920436217
32,run3,set_t2,Thread-33,0.230640653449818
33,run3,set_t3,Thread-34,0.523480612079716
34,run3,set_t3,Thread-35,0.3174814807212414
35,run3,set_t3,Thread-36,0.22404653530057317
36,run3,set_t4,Thread-37,0.32038690469248365
37,run3,set_t4,Thread-38,0.5414743673775178
38,run3,set_t4,Thread-39,0.42707912988429797
39,run3,set_t4,Thread-40,0.22402041074334988
40,run3,set_t5,Thread-41,0.2990198159431614
41,run3,set_t5,Thread-42,0.3288647900215338
42,run3,set_t5,Thread-43,0.3002891895182671
43,run3,set_t5,Thread-44,0.33163772516685697
44,run3,set_t5,Thread-45,0.23794386672370393
