,Run_ID,Triple_Size,Push_Time
0,Run1,109,0.2419194645212185
1,Run1,125,0.25980872159012713
2,Run1,1532,2.6949906628033427
3,Run1,2154,7.675977116753913
4,Run1,2560,3.488538083773058
5,Run1,314,0.3720346878138745
6,Run1,3005,5.151969348430216
7,Run1,371,0.41370522262554843
8,Run1,4359,14.978007787917111
9,Run1,450,0.45697122146766844
10,Run1,5226,11.091977101825591
11,Run1,62,0.22794935754581758
12,Run1,86,0.2128918158759845
13,Run1,88,0.22522400641544493
14,Run1,24,0.1896460915563125
15,Run1,30,0.22140888804087666
16,Run1,40,0.25029285162137427
17,Run2,109,0.32060476483933087
18,Run2,125,0.2840933635693972
19,Run2,1532,2.6720822251778173
20,Run2,2154,7.54809274404419
21,Run2,2560,3.478175031734338
22,Run2,314,0.37586426799690287
23,Run2,3005,5.035258822053038
24,Run2,371,0.3974193602562508
25,Run2,4359,14.952010587909825
26,Run2,450,0.44806787906382795
27,Run2,5226,11.013400498325936
28,Run2,62,0.2255645586792525
29,Run2,86,0.22083741335161733
30,Run2,88,0.22465626380576964
31,Run2,24,0.20361386598194997
32,Run2,30,0.19453278328700208
33,Run2,40,0.20568610318173342
34,Run3,109,0.22030792455787207
35,Run3,125,0.2477461738020139
36,Run3,1532,2.65414165201436
37,Run3,2154,7.524493405182099
38,Run3,2560,3.476124253992282
39,Run3,314,0.39616958009906966
40,Run3,3005,5.034121937303837
41,Run3,371,0.40750623840432354
42,Run3,4359,16.38285398658411
43,Run3,450,0.46712294449883984
44,Run3,5226,11.008906141463541
45,Run3,62,0.23414321015761175
46,Run3,86,0.21611120104387282
47,Run3,88,0.22076743685906308
48,Run3,24,0.21574219167308684
49,Run3,30,0.21059378786020488
50,Run3,40,0.20170350773497603
51,Run4,109,0.21165743054717723
52,Run4,125,0.24280163483746264
53,Run4,1532,2.6954436439652056
54,Run4,2154,7.635511110634212
55,Run4,2560,3.438691029060294
56,Run4,314,0.52773331678776
57,Run4,3005,5.258456775753814
58,Run4,371,0.43455821740951706
59,Run4,4359,15.051647316611422
60,Run4,450,0.4740086313670986
61,Run4,5226,11.192487137154387
62,Run4,62,0.2448309531218058
63,Run4,86,0.22301741434995392
64,Run4,88,0.22809304261053853
65,Run4,24,0.20072896844854426
66,Run4,30,0.1951616387001991
67,Run4,40,0.21530367231969194
68,Run5,109,0.25057788920108237
69,Run5,125,0.26511807133590537
70,Run5,1532,2.677785775831694
71,Run5,2154,7.600203771546347
72,Run5,2560,3.3959377246536917
73,Run5,314,0.36303804341994805
74,Run5,3005,5.0784767703702585
75,Run5,371,0.40839540636980587
76,Run5,4359,14.83329780082542
77,Run5,450,0.4767745688631635
78,Run5,5226,11.022035130998347
79,Run5,62,0.2647971124900437
80,Run5,86,0.20908789374021808
81,Run5,88,0.23008877217847612
82,Run5,24,0.21166629423623817
83,Run5,30,0.2204735355902585
84,Run5,40,0.204374743711071
