,Pull_Time,Push_Time,Total_Time
0,0,0.09376150238585979,0.09376150238585979
1,0,0.09025288104885476,0.18401438343471455
2,0,0.09583373958548691,0.27984812302020146
3,0,0.09598535531995367,0.3758334783401551
4,0,0.11337264768189925,0.4892061260220544
5,0,0.09371858347049056,0.5829247094925449
6,0,0.09442534604568209,0.677350055538227
7,0,0.09653956914053197,0.773889624678759
8,0,0.08271501326998987,0.8566046379487489
9,0,0.08194014024229546,0.9385447781910443
10,0,0.0942825940005605,1.0328273721916048
11,0,0.09185627574879618,1.124683647940401
12,0,0.0919122569425781,1.216595904882979
13,0,0.09151852254399273,1.3081144274269718
14,0,0.09064754846667711,1.398761975893649
15,0,0.08278872184200736,1.4815506977356563
16,0,0.0899720420588892,1.5715227397945455
17,0,0.09127780340986646,1.662800543204412
18,0,0.0925942944900271,1.755394837694439
19,0,0.10938212156588634,1.8647769592603254
20,0,0.08266836227494423,1.9474453215352696
21,0,0.09308832852775595,2.0405336500630256
22,0,0.09367099945575319,2.1342046495187788
23,0,0.09143455075309248,2.2256392002718712
24,0,0.09166267411910667,2.317301874390978
25,0,0.09074738159597473,2.4080492559869526
26,0,0.08181324953602598,2.4898625055229786
27,0,0.09490445176425055,2.584766957287229
28,0,0.0878587519832763,2.6726257092705055
29,0,0.09467959396852166,2.767305303239027
30,0,0.08354866655099613,2.8508539697900233
31,0,0.09486293237887367,2.945716902168897
32,0,0.08307469244164167,3.0287915946105386
33,0,0.0961794234590343,3.124971018069573
34,0,0.08319971710807295,3.208170735177646
35,0,0.11191153851723357,3.3200822736948794
36,0,0.08824455571266299,3.4083268294075424
37,0,0.10664650721673752,3.51497333662428
38,0,0.09902793321589343,3.6140012698401733
39,0,0.09820221060408585,3.712203480444259
40,0,0.09707745511377652,3.8092809355580357
41,0,0.09756402499215255,3.9068449605501883
42,0,0.09945945492017927,4.0063044154703675
43,0,0.09734289927519058,4.103647314745558
44,0,0.0985670213854064,4.2022143361309645
45,0,0.09891177223835257,4.301126108369317
46,0,0.09694543279738355,4.398071541166701
47,0,0.09790644329541465,4.495977984462115
48,0,0.09860387567141515,4.59458186013353
49,0,0.09744693099446522,4.692028791127996
