,Thread_Name,File_Name,Total_Tuples,Push_Time
0,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.16251060726999778
1,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.734413552673872
2,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4777985582043467
3,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,9.988508926901154
4,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.21085083484288347
5,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.1152410200333378
6,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.240229765480791
7,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.458607271863798
8,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.12071084920205521
9,Thread-1,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.1587197474128459
10,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.15838479326844812
11,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.477996824933278
12,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4975067375699602
13,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1159939670933205
14,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.12034323936112656
15,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule30-Q0-v2.xml,4359,14.486094038142781
16,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule30-Q0-v2.xml,4359,14.358857647754192
17,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4459424597297073
18,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4503355839328265
19,Thread-2,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.11293646087824527
20,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,2.6104893829332934
21,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.15230010398506977
22,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.37967985288142
23,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.177270049081514
24,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.459213734799349
25,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.370361316621711
26,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.13095027610393117
27,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.10190583310046009
28,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.10748575861748577
29,Thread-3,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.12047339563727633
30,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,2.606012753449022
31,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.1759092395561268
32,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.299459268316461
33,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.130363873096229
34,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.10991114384972889
35,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.10915399820021321
36,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.1043312183327032
37,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.358120095522565
38,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.13678444954393854
39,Thread-4,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.10955286420784205
40,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.2966074929895228
41,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.6681150245594125
42,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.1545953329411489
43,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.458401540975672
44,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.11565108227975429
