,Thread_Name,File_Name,Total_Tuples,Push_Time
45,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.163537395670886
46,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.10003652772914506
47,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.1367475952578161
48,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.10923377140173329
49,Thread-5,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.23250062862214804
50,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.09880307542020006
51,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.11609473324261188
52,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.456592881897876
53,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1158474829688885
54,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.10309963206360351
55,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.10822471037894843
56,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.12827390851830955
57,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.2553801426307416
58,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.11794677774577167
59,Thread-6,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.1690142224888405
60,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,7.485365349600226
61,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4490881363254076
62,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.389583392618988
63,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.09838648203447065
64,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.1395984375648709
65,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.1886785499191319
66,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.16239911139183505
67,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule30-Q0-v2.xml,4359,14.23684243673074
68,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,3.09771890629537
69,Thread-7,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.4108296552911384
70,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.2151898438917783
71,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.14220716120764365
72,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.11358957480882736
73,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.10729588906767162
74,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.3448707464205825
75,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.376962898930145
76,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t1.xml,30,0.10523997971614563
77,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t1.xml,109,0.1330635661793167
78,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t2.xml,24,0.11554938311056162
79,Thread-8,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.11701655690467305
80,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t5.xml,2560,5.82673447233293
81,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.1466035509804442
82,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.13728781378041788
83,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t6.xml,88,0.1287170929712147
84,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t4.xml,1532,2.5691859914526276
85,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.13011102470309766
86,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule30-Q0-v2.xml,4359,14.448246085864895
87,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.381504373297531
88,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.411360543614734
89,Thread-9,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.12004327346301125
90,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\yg_t3.xml,40,0.12532463261175053
91,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.1231105763870346
92,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.14599009039562816
93,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.315517940339902
94,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_plan.xml,5226,10.278494311144414
95,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.12518188056691315
96,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t3.xml,62,0.4026619990791005
97,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_experiments.xml,86,0.1081897221326642
98,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\rule_30_designs.xml,2154,7.353443333269581
99,Thread-10,C:\Users\tnguyen\Documents\git\synbiohub_adapter\examples\r30_t2.xml,125,0.15019054598923276
