,Run_ID,Set_ID,Thread_ID,Time/Thread
0,run1,set_t5,Thread-6,58.35416922275243
1,run1,set_t5,Thread-7,57.83328287250703
2,run1,set_t5,Thread-8,61.711158498155214
3,run1,set_t5,Thread-9,59.10535194210422
4,run1,set_t5,Thread-10,60.967307449184204
5,run1,set_t10,Thread-11,-390.31974452049076
6,run1,set_t10,Thread-12,112.80673285820848
7,run1,set_t10,Thread-13,121.61767456918972
8,run1,set_t10,Thread-14,121.14313784855875
9,run1,set_t10,Thread-15,115.9488397197768
10,run1,set_t10,Thread-16,102.2090505729442
11,run1,set_t10,Thread-17,117.59114414830907
12,run1,set_t10,Thread-18,115.19875516484831
13,run1,set_t10,Thread-19,115.11266261953733
14,run1,set_t10,Thread-20,111.50771304226538
15,run1,set_t15,Thread-21,174.6341568322482
16,run1,set_t15,Thread-22,167.96067880929866
17,run1,set_t15,Thread-23,172.93261590323084
18,run1,set_t15,Thread-24,180.385179538687
19,run1,set_t15,Thread-25,181.70542975596402
20,run1,set_t15,Thread-26,184.69992447203902
21,run1,set_t15,Thread-27,184.2240246093329
22,run1,set_t15,Thread-28,183.70650272884996
23,run1,set_t15,Thread-29,176.43646437706695
24,run1,set_t15,Thread-30,174.05905036301465
25,run1,set_t15,Thread-31,182.21346935519466
26,run1,set_t15,Thread-32,176.3266619300357
27,run1,set_t15,Thread-33,180.01029680762576
28,run1,set_t15,Thread-34,175.55511325228815
29,run1,set_t15,Thread-35,169.63583486853986
30,run2,set_t5,Thread-36,60.1685948300435
31,run2,set_t5,Thread-37,58.46900624516866
32,run2,set_t5,Thread-38,57.78169853473901
33,run2,set_t5,Thread-39,58.944404143168185
34,run2,set_t5,Thread-40,57.07504045807548
35,run2,set_t10,Thread-41,113.74405071522972
36,run2,set_t10,Thread-42,123.118340045634
37,run2,set_t10,Thread-43,111.31938997292843
38,run2,set_t10,Thread-44,111.08549961116398
39,run2,set_t10,Thread-45,115.52667527222025
40,run2,set_t10,Thread-46,114.01630172370756
41,run2,set_t10,Thread-47,120.74972860783635
42,run2,set_t10,Thread-48,119.98602849349481
43,run2,set_t10,Thread-49,118.03829300277062
44,run2,set_t10,Thread-50,118.97415441572662
45,run2,set_t15,Thread-51,177.96573577716117
46,run2,set_t15,Thread-52,189.61573855289544
47,run2,set_t15,Thread-53,190.3783461009332
48,run2,set_t15,Thread-54,185.45938680999097
49,run2,set_t15,Thread-55,189.81663733096616
50,run2,set_t15,Thread-56,179.51825150204536
51,run2,set_t15,Thread-57,174.07043740439462
52,run2,set_t15,Thread-58,164.7337637043131
53,run2,set_t15,Thread-59,181.2198376825279
54,run2,set_t15,Thread-60,187.0889186625907
55,run2,set_t15,Thread-61,180.17685252267574
56,run2,set_t15,Thread-62,176.63103168209022
57,run2,set_t15,Thread-63,184.62965594424645
58,run2,set_t15,Thread-64,176.4969408610002
59,run2,set_t15,Thread-65,183.6131797458172
60,run3,set_t5,Thread-66,64.79678919861522
61,run3,set_t5,Thread-67,65.21929653098528
62,run3,set_t5,Thread-68,65.8777468689018
63,run3,set_t5,Thread-69,63.138392975853094
64,run3,set_t5,Thread-70,63.9206312626045
65,run3,set_t10,Thread-71,123.32463214524137
66,run3,set_t10,Thread-72,116.51529102990003
67,run3,set_t10,Thread-73,131.42532971757032
68,run3,set_t10,Thread-74,130.926574599373
69,run3,set_t10,Thread-75,128.46714393744674
70,run3,set_t10,Thread-76,128.99491644107025
71,run3,set_t10,Thread-77,129.68915182426372
72,run3,set_t10,Thread-78,128.91894436262373
73,run3,set_t10,Thread-79,128.42392878818896
74,run3,set_t10,Thread-80,126.74227657788833
75,run3,set_t15,Thread-81,185.73364474427558
76,run3,set_t15,Thread-82,154.63125700639625
77,run3,set_t15,Thread-83,167.64383364814967
78,run3,set_t15,Thread-84,191.5986148386553
79,run3,set_t15,Thread-85,185.2503371700668
