,Run_ID,Set_ID,Thread_ID,Time/Thread
0,run1,set_t3,Thread-1,23.219770971604937
1,run1,set_t3,Thread-2,23.443078088634092
2,run1,set_t3,Thread-3,23.271831616032454
3,run1,set_t6,Thread-4,33.94462853445432
4,run1,set_t6,Thread-5,35.92910914793357
5,run1,set_t6,Thread-6,41.00926022251591
6,run1,set_t6,Thread-7,46.38424465274632
7,run1,set_t6,Thread-8,42.9229857383243
8,run1,set_t6,Thread-9,45.62962935317928
9,run1,set_t9,Thread-10,72.01046988281736
10,run1,set_t9,Thread-11,72.22074830995109
11,run1,set_t9,Thread-12,68.2623647296085
12,run1,set_t9,Thread-13,71.62362117152779
13,run1,set_t9,Thread-14,69.46927635443
14,run1,set_t9,Thread-15,65.16252553558843
15,run1,set_t9,Thread-16,68.33662051794734
16,run1,set_t9,Thread-17,66.38073929697883
17,run1,set_t9,Thread-18,69.71078808925455
18,run1,set_t12,Thread-19,91.53264939864536
19,run1,set_t12,Thread-20,93.83295444950193
20,run1,set_t12,Thread-21,95.09059763190217
21,run1,set_t12,Thread-22,95.38895873579537
22,run1,set_t12,Thread-23,88.81574303139101
23,run1,set_t12,Thread-24,91.10760845073443
24,run1,set_t12,Thread-25,89.35639354219606
25,run1,set_t12,Thread-26,91.21757091067875
26,run1,set_t12,Thread-27,91.53057996050526
27,run1,set_t12,Thread-28,93.13087983310137
28,run1,set_t12,Thread-29,92.15823224451466
29,run1,set_t12,Thread-30,89.71867537298638
30,run1,set_t15,Thread-31,109.73865552765307
31,run1,set_t15,Thread-32,110.35500894066325
32,run1,set_t15,Thread-33,111.14336597192448
33,run1,set_t15,Thread-34,117.30947150487248
34,run1,set_t15,Thread-35,111.8639815597947
35,run1,set_t15,Thread-36,115.7067975631386
36,run1,set_t15,Thread-37,118.55770238251301
37,run1,set_t15,Thread-38,111.98708373900263
38,run1,set_t15,Thread-39,117.90626182311155
39,run1,set_t15,Thread-40,113.26308828654157
40,run1,set_t15,Thread-41,115.89838666863841
41,run1,set_t15,Thread-42,108.38851135275291
42,run1,set_t15,Thread-43,113.69011516731143
43,run1,set_t15,Thread-44,114.70043483392482
44,run1,set_t15,Thread-45,115.12981665692439
45,run2,set_t3,Thread-46,23.885760576830194
46,run2,set_t3,Thread-47,23.1066446411769
47,run2,set_t3,Thread-48,23.445229632525525
48,run2,set_t6,Thread-49,46.8557000751548
49,run2,set_t6,Thread-50,44.11973770944542
50,run2,set_t6,Thread-51,43.970942028208015
51,run2,set_t6,Thread-52,44.97926036713409
52,run2,set_t6,Thread-53,46.14013399098792
53,run2,set_t6,Thread-54,47.005685823275826
54,run2,set_t9,Thread-55,66.53247119184437
55,run2,set_t9,Thread-56,66.30466365332336
56,run2,set_t9,Thread-57,65.99313950466899
57,run2,set_t9,Thread-58,66.96730325059468
58,run2,set_t9,Thread-59,69.55636676452491
59,run2,set_t9,Thread-60,70.60930584718903
60,run2,set_t9,Thread-61,70.94060395311203
61,run2,set_t9,Thread-62,68.48946223998485
62,run2,set_t9,Thread-63,69.69683897522691
63,run2,set_t12,Thread-64,88.91776549197914
64,run2,set_t12,Thread-65,84.47100710634606
65,run2,set_t12,Thread-66,93.34919202809135
66,run2,set_t12,Thread-67,94.22765219070743
67,run2,set_t12,Thread-68,92.06709299455997
68,run2,set_t12,Thread-69,87.7348292130398
69,run2,set_t12,Thread-70,92.60087088077546
70,run2,set_t12,Thread-71,92.55900301225483
71,run2,set_t12,Thread-72,86.57429800748935
72,run2,set_t12,Thread-73,88.7137019104049
73,run2,set_t12,Thread-74,91.71078342415512
74,run2,set_t12,Thread-75,91.2177075980942
75,run2,set_t15,Thread-76,112.51580652339521
76,run2,set_t15,Thread-77,113.86450311791918
77,run2,set_t15,Thread-78,119.60585414006584
78,run2,set_t15,Thread-79,102.85033754327469
79,run2,set_t15,Thread-80,119.77305643790726
80,run2,set_t15,Thread-81,116.07545378589157
81,run2,set_t15,Thread-82,116.11302836333857
82,run2,set_t15,Thread-83,117.78530558967554
83,run2,set_t15,Thread-84,111.0962876537676
84,run2,set_t15,Thread-85,115.22134824174725
85,run2,set_t15,Thread-86,110.83048287978465
86,run2,set_t15,Thread-87,109.8712479187825
87,run2,set_t15,Thread-88,117.52355385414194
88,run2,set_t15,Thread-89,111.02616234452978
89,run2,set_t15,Thread-90,109.76928143938846
90,run3,set_t3,Thread-91,22.743497900938337
91,run3,set_t3,Thread-92,23.871968676656024
92,run3,set_t3,Thread-93,23.25200027803976
93,run3,set_t6,Thread-94,40.702010704537315
