,Pull Time,Push Time
0,0.0,19.296760354698336
1,0.0,19.335910034111354
2,0.0,19.19555806020616
3,0.0,19.33481046554156
4,0.0,19.249490102483335
5,0.0,19.183618620916164
6,0.0,19.181996092496263
7,0.0,19.147301601815286
8,0.0,19.25929524978912
9,0.0,19.145514394691475
10,0.0,19.21744959805335
11,0.0,20.76666053981026
12,0.0,19.335753752621798
13,0.0,19.180026479215996
14,0.0,19.195058892463408
15,0.0,19.46615875960083
16,0.0,19.201322281355203
17,0.0,19.259687119792773
18,0.0,19.139247273704427
19,0.0,19.249867510617833
20,0.0,19.17837829264107
21,0.0,19.165033252968897
22,0.0,19.233051155829912
23,0.0,19.22645374441123
24,0.0,19.248485702342975
25,0.0,19.190037358273685
26,0.0,19.108558720787016
27,0.0,19.09999216259996
28,0.0,19.2204119486762
29,0.0,19.163178401618325
30,0.0,19.213848592626846
31,0.0,19.28960359550058
32,0.0,19.277491080292293
33,0.0,19.250956815925633
34,0.0,19.1657316212968
35,0.0,19.211737159726226
36,0.0,19.18323701417455
37,0.0,19.173434199428243
38,0.0,19.317488411844124
39,0.0,19.15435292932159
40,0.0,19.250239320609353
41,0.0,19.311629955289504
42,0.0,19.195542665313155
43,0.0,19.54910131145823
44,0.0,19.167987672889353
45,0.0,19.122610059489602
46,0.0,19.262668130892052
47,0.0,19.284410384928265
48,0.0,19.210575078560623
49,0.0,19.188271144185705
50,0.0,19.269414826121647
51,0.0,19.14451745874169
52,0.0,19.175338501041324
53,0.0,19.249947284154246
54,0.0,19.11595853268932
55,0.0,19.167392403693384
56,0.0,19.1971082792802
57,0.0,19.103707929956045
58,0.0,19.20678420278705
59,0.0,19.20158632709581
60,0.0,19.171760821210228
61,0.0,19.110761590021866
62,0.0,19.40344696319403
63,0.0,19.174606543856044
64,0.0,19.15098284729015
65,0.0,19.143928720712438
66,0.0,19.188311730722035
67,0.0,20.15768662342407
68,0.0,19.172736764124238
69,0.0,19.166822792652056
70,0.0,19.339753159218617
71,0.0,19.23955713091459
72,0.0,19.249418726161366
73,0.0,19.17215595679727
74,0.0,19.153839299709716
75,0.0,19.156418644055293
76,0.0,19.13477995566268
77,0.0,19.251869779731578
78,0.0,19.14416290969075
79,0.0,19.23940971315119
80,0.0,19.35804275861551
81,0.0,19.355444287281898
82,0.0,19.145860080016064
83,0.0,19.27106627828016
84,0.0,19.14826261634812
85,0.0,19.18990253633183
86,0.0,19.129481779910748
87,0.0,19.08740800385158
88,0.0,19.304457801198623
89,0.0,19.186588435729618
90,0.0,19.11769209094382
91,0.0,19.30014023347985
92,0.0,19.14656171392744
93,0.0,19.171657722078407
94,0.0,19.22219495719287
95,0.0,19.25164585401535
96,0.0,19.16529776522134
97,0.0,19.29671556955509
98,0.0,19.108002638591415
99,0.0,19.212737361259315
100,0.0,19.178433341046457
101,0.0,19.12315727795908
102,0.0,19.237315541191037
103,0.0,19.179717648332144
104,0.0,19.279263825546877
105,0.0,19.21491737141082
106,0.0,19.440952654639204
107,0.0,19.191956588267658
108,0.0,19.212065117598286
109,0.0,19.152174785217994
110,0.0,19.16667444186487
111,0.0,19.148131526501857
112,0.0,19.228333320892943
113,0.0,19.227479604099244
114,0.0,19.220214614138513
115,0.0,19.167112496547816
116,0.0,19.351432284863222
117,0.0,19.140995293827928
118,0.0,19.17903980652818
119,0.0,19.306436278205183
120,0.0,19.149148988975412
121,0.0,19.174805744441073
122,0.0,19.187983306338083
123,0.0,19.236176319108836
124,0.0,19.178177692519967
125,0.0,19.156895885737868
126,0.0,19.14838390944442
127,0.0,19.163352410560492
128,0.0,19.15115685623232
129,0.0,19.120238779455576
130,0.0,19.176908313615513
131,0.0,21.693211505303225
132,0.0,19.15914214058057
133,0.0,19.137028076552724
134,0.0,19.172259055929317
135,0.0,19.139144174572266
136,0.0,19.181368167466644
137,0.0,19.123467974890445
138,0.0,19.13645519992815
139,0.0,19.28168408933152
140,0.0,19.268137516514344
141,0.0,19.13147471878665
142,0.0,19.17856909601187
143,0.0,19.199452501623455
144,0.0,19.244434046412152
145,0.0,19.243255170817974
146,0.0,19.138643140781824
147,0.0,19.326734211370876
148,0.0,19.224090395079656
149,0.0,19.215173486448748
150,0.0,19.341914975405416
151,0.0,19.242392123785976
152,0.0,19.155998316824935
153,0.0,19.159887160099515
154,0.0,19.13055662334955
155,0.0,19.179662133414695
156,0.0,19.23423796212637
157,0.0,19.148213632597617
158,0.0,19.143413225052882
159,0.0,19.23045268449596
160,0.0,19.180164100229376
161,0.0,19.61624263844169
162,0.0,19.25690950788612
163,0.0,19.241003317832565
164,0.0,19.394544982944353
165,0.0,19.155890552573965
166,0.0,19.169124095900315
167,0.0,19.16153767923379
168,0.0,19.21326451971663
169,0.0,19.155968926574587
170,0.0,19.13628119098621
171,0.0,19.186428422145127
172,0.0,19.41536820851934
173,0.0,19.153624704231333
174,0.0,19.520265743843538
175,0.0,19.22081408194208
176,0.0,19.163658908884827
177,0.0,19.111807509721984
178,0.0,19.134370358206525
179,0.0,19.155165126555403
180,0.0,19.143841949497528
181,0.0,21.309316989244508
182,0.0,19.145671609204783
183,0.0,19.146745519619344
184,0.0,19.163020720593067
185,0.0,19.190684876803516
186,0.0,19.146059747113668
187,0.0,19.202031379456912
188,0.0,19.55555643674461
189,0.0,19.135561363110355
190,0.0,19.170489109746086
191,0.0,19.23683176834129
192,0.0,19.19789015323977
193,0.0,19.14675438334598
194,0.0,19.180005019667988
195,0.0,19.214344028274354
196,0.0,19.149003437260035
197,0.0,19.83160926082155
198,0.0,19.295826397856217
199,0.0,19.175850264605288
200,0.0,19.125919494973004
201,0.0,19.24458379673524
202,0.0,19.23884523374136
203,0.0,19.156201716017677
204,0.0,19.185009759428794
205,0.0,19.176562628290867
206,0.0,19.199761799019143
207,0.0,19.111768789233793
208,0.0,19.11356252752421
209,0.0,19.138247538683117
210,0.0,19.113629238726844
211,0.0,19.152798045128748
212,0.0,19.123929821680576
213,0.0,19.29124478439644
214,0.0,19.128354220626534
