,Pull_Time,Push_Time,Total_Time
0,0,0.09255790671386421,0.09255790671386421
1,0,0.09684373362870247,0.18940164034256668
2,0,0.09279022866940068,0.28219186901196736
3,0,0.10026138552530028,0.38245325453726764
4,0,0.09873029986829351,0.48118355440556115
5,0,0.10223752167485145,0.5834210760804126
6,0,0.10256921024983967,0.6859902863302523
7,0,0.10116221623957244,0.7871525025698247
8,0,0.11735384359872114,0.9045063461685459
9,0,0.1043997952956488,1.0089061414641947
10,0,0.09982706476148451,1.1087332062256792
11,0,0.09550858215061453,1.2042417883762937
12,0,0.09521328135178919,1.299455069728083
13,0,0.10008224570447055,1.3995373154325534
14,0,0.09921080511685432,1.4987481205494078
15,0,0.0893067988695293,1.588054919418937
16,0,0.09368965985322575,1.6817445792721628
17,0,0.08967814078960146,1.7714227200617643
18,0,0.0965960168446145,1.8680187369063788
19,0,0.09960034092546266,1.9676190778318414
20,0,0.1117613223132139,2.0793804001450553
21,0,0.1028439846108995,2.182224384755955
22,0,0.09839721176331295,2.2806215965192678
23,0,0.11575651352859495,2.3963781100478627
24,0,0.10051843250812453,2.4968965425559873
25,0,0.08564702830835813,2.5825435708643454
26,0,0.10197114449329092,2.6845147153576363
27,0,0.104339149002044,2.7888538643596803
28,0,0.1009406240127646,2.889794488372445
29,0,0.08696351938851876,2.9767580077609637
30,0,0.09874896026622082,3.0755069680271845
31,0,0.09291898541550836,3.168425953442693
32,0,0.1044450467607021,3.272871000203395
33,0,0.09123161892466669,3.3641026191280616
34,0,0.10001133619152824,3.46411395531959
35,0,0.09590978070764322,3.560023736027233
36,0,0.08997997272808789,3.650003708755321
37,0,0.08311854437670263,3.7331222531320236
38,0,0.10711395018688563,3.8402362033189092
39,0,0.09046934166599385,3.930705544984903
40,0,0.09967824808745718,4.03038379307236
41,0,0.09874709422638261,4.129130887298743
42,0,0.09664220132981427,4.225773088628557
43,0,0.08950086700860993,4.315273955637167
44,0,0.10256454515047153,4.417838500787639
45,0,0.09858474876318724,4.516423249550826
46,0,0.10217967444123133,4.618602923992057
47,0,0.10042932910755553,4.719032253099613
48,0,0.08863082595098604,4.807663079050599
49,0,0.09540548345148636,4.903068562502085
